order_num,PID,purchase_num,purchase_value,item_num,category,branches
1484595,3b12a7f8-2872-4db8-8d26-a45741faf015,1,21,30000030,OTC,C
1485216,9a8686dd-12ec-11e8-a6b1-0a58ac13001a,1,5.5,11603816,drinks,A
1485228,d4d132cc-9d5f-401d-97bf-266ae71c5ba9,1,2,11000391,drinks,C
1485258,ddc8420d-c902-46eb-81d3-05f131c746c4,1,2,99001206,stationery,A
1485312,bd0f7b7b-f549-4d9d-bdd0-fa5d365ebd61,1,3.5,33000026,leisure,C
1485312,bd0f7b7b-f549-4d9d-bdd0-fa5d365ebd61,1,23,10000009,tobacco,C
1485329,a78817ca-5227-11e8-ba20-0a58ac13035b,1,1,10603552,tobacco,B
1485560,4c18dac7-7568-11e8-9039-0a58ac130661,2,3,90087714,snacks,C
1485560,4c18dac7-7568-11e8-9039-0a58ac130661,3,12,13000345,snacks,C
1485560,4c18dac7-7568-11e8-9039-0a58ac130661,1,5,60603280,snacks,C
1485560,4c18dac7-7568-11e8-9039-0a58ac130661,1,5,60603282,snacks,C
1485560,4c18dac7-7568-11e8-9039-0a58ac130661,1,6.9,12000709,snacks,C
1485560,4c18dac7-7568-11e8-9039-0a58ac130661,1,7.5,40603780,snacks,C
1485560,4c18dac7-7568-11e8-9039-0a58ac130661,1,5.5,40000048,snacks,C
1485560,4c18dac7-7568-11e8-9039-0a58ac130661,1,0.3,50000005,shopping bag,C
1485560,4c18dac7-7568-11e8-9039-0a58ac130661,2,2,18000140,snacks,C
1485724,f7998f20-3ea5-40e5-83c5-ed654e9740e9,1,4.5,11000409,dairy,B
1485724,f7998f20-3ea5-40e5-83c5-ed654e9740e9,1,3.5,18000125,snacks,B
1485932,1b61c497-83e0-11e8-b17f-0a58ac1303f0,1,2.5,11000114,drinks,C
1485932,1b61c497-83e0-11e8-b17f-0a58ac1303f0,1,2.5,11000115,drinks,C
1485953,e064fe08-3dc8-4b3e-a634-f86446a62ac1,1,6,12604009,snacks,B
1485953,e064fe08-3dc8-4b3e-a634-f86446a62ac1,1,1.5,13000047,auxiliary meal,B
1485981,51eaeca2-7e06-4df8-baa1-013cbbe744aa,1,2,11000391,drinks,A
1486077,87375bd2-920f-11e8-80a8-0a58ac1305b1,1,16,10000064,tobacco,A
1486167,836d6ef1-dcfa-4f97-94e4-1ea740e105ee,1,16,10000014,tobacco,B
1486511,a3d229ce-7e42-4340-a6c8-1a36c56fabfc,2,4,11000133,drinks,B
1486608,b16e590f-687d-4289-a0ff-c11a9db7a185,1,3,11000014,drinks,A
1486676,dd0f1db5-6d11-4ade-b911-a9198b5cd6f6,2,4,93895471,fast food,A
1486796,21d28ae7-9ea8-42a7-b046-59da3475e32b,2,8.5,13603853,dairy,A
1486796,21d28ae7-9ea8-42a7-b046-59da3475e32b,2,3,93895281,fast food,A
1486796,21d28ae7-9ea8-42a7-b046-59da3475e32b,2,3,93895468,fast food,A
1486796,21d28ae7-9ea8-42a7-b046-59da3475e32b,1,0.3,50000005,shopping bag,A
1486910,ca9ce237-3a63-42bc-a7d2-819252139415,1,7.5,12000173,snacks,A
1486931,011c2ce8-2bfa-11e8-b934-0a58ac13002b,1,3,11000085,drinks,A
1486931,011c2ce8-2bfa-11e8-b934-0a58ac13002b,1,2,12000378,snacks,A
1486931,011c2ce8-2bfa-11e8-b934-0a58ac13002b,2,4,15616607,snacks,A
1486947,94ce57f1-93fb-11e8-83f9-0a58ac1305b1,1,26,32000121,houseware,A
1486985,98da8eb8-42bf-11e8-b266-0a58ac130517,1,2,11000010,dairy,B
1487060,813a57bf-eb27-4672-85a7-a11869f2cbcf,2,17,10000008,tobacco,A
1487075,f683114d-4bd1-4b86-825e-ff665a4b7a92,2,8,99913962,dairy,A
1487100,19c1755f-99b0-4809-9f00-7bf41a571193,1,9,91000147,dairy,A
1487100,19c1755f-99b0-4809-9f00-7bf41a571193,1,35.900002,65020016,houseware,A
1487156,721eacd3-185a-4ca2-8026-7d2a270fa39b,1,0.3,50000005,shopping bag,B
1487156,721eacd3-185a-4ca2-8026-7d2a270fa39b,1,6.5,99001871,snacks,B
1487156,721eacd3-185a-4ca2-8026-7d2a270fa39b,1,4.5,12000710,snacks,B
1487156,721eacd3-185a-4ca2-8026-7d2a270fa39b,1,2.9,12000913,snacks,B
1487156,721eacd3-185a-4ca2-8026-7d2a270fa39b,2,5,12000411,snacks,B
1487156,721eacd3-185a-4ca2-8026-7d2a270fa39b,2,4,11000391,drinks,B
1487156,721eacd3-185a-4ca2-8026-7d2a270fa39b,2,2.5,50604171,snacks,B
1487316,b9a73f95-49f1-11e8-b585-0a58ac130522,1,4.5,16400120,snacks,C
1487316,b9a73f95-49f1-11e8-b585-0a58ac130522,1,7.9,16000055,snacks,C
1487316,b9a73f95-49f1-11e8-b585-0a58ac130522,2,1.5,13000112,auxiliary meal,C
1487316,b9a73f95-49f1-11e8-b585-0a58ac130522,1,0.2,50000006,shopping bag,C
1487370,9b2f73cc-20f9-4434-9985-25d9a418260f,1,21,10000012,tobacco,A
1487799,b86fa8bc-d504-42bd-9845-aebdf28aa877,1,2,11000391,drinks,B
1487816,f7abeddc-7697-11e8-91a6-0a58ac130661,1,1,30000002,household cleaning,A
1487837,96e9b4d6-e5fa-4251-b847-9e7eac5ba19d,3,9,11000264,dairy,B
1487837,96e9b4d6-e5fa-4251-b847-9e7eac5ba19d,6,18,11000263,dairy,B
1487837,96e9b4d6-e5fa-4251-b847-9e7eac5ba19d,1,6.9,12000076,snacks,B
1487854,a2566d2a-5842-11e8-a81c-0a58ac130384,2,5.5,30000265,personal cleaning,C
1487854,a2566d2a-5842-11e8-a81c-0a58ac130384,1,5.5,61000321,personal cleaning,C
1487930,822d8948-4b62-11e8-b654-0a58ac130522,1,23,10000009,tobacco,B
1487976,270429b7-ae39-460c-bd40-2b56e68c117b,1,8.5,10000008,tobacco,B
1487998,0446e84c-6823-4297-bad0-0b25749d8ceb,2,16,10000004,tobacco,C
1488014,a6472c01-fe92-4110-a257-b5b634e3e2cf,1,0.75,13000112,auxiliary meal,B
1488088,38f76da1-0b31-11e8-802c-0a58ac13000c,1,5.5,11000174,drinks,B
1488196,2543540c-5f04-44a6-949e-a8991dd63d4c,1,3,11000007,drinks,A
1488196,2543540c-5f04-44a6-949e-a8991dd63d4c,2,4,93895471,fast food,A
1488389,0747dbc9-6a34-11e8-8d7a-0a58ac1303bc,1,3,93000002,fast food,A
1488590,929784d7-9dc4-422e-aa2a-78c607d578fc,1,67,11000091,dairy,B
1488648,929784d7-9dc4-422e-aa2a-78c607d578fc,1,3,11000085,drinks,B
1488688,fc8d8c77-a820-4c3a-8165-4e27541c8e3e,1,6.5,11601838,drinks,A
1488688,fc8d8c77-a820-4c3a-8165-4e27541c8e3e,1,20,10603822,tobacco,A
1488762,100fe38c-5555-4c91-99fe-3d25a0378789,2,12,12000682,snacks,A
1488762,100fe38c-5555-4c91-99fe-3d25a0378789,2,8,12602255,snacks,A
1488968,321f24c8-e2e0-452f-a936-6bdbec8c634e,1,6,30000267,personal cleaning,A
1489127,820da516-a33c-4cab-91bc-4aaf7e907fc0,1,2,11000391,drinks,C
1489145,83087c36-b81c-4582-ac14-2162b07dd005,1,13,10000017,tobacco,B
1489175,11682e3b-84ef-11e8-b29e-0a58ac1303f0,1,3.5,40600267,fast food,A
1489175,11682e3b-84ef-11e8-b29e-0a58ac1303f0,1,3.5,93895557,snacks,A
1489481,11508747-869a-4471-82de-35afa0e7ba58,1,10,10000006,tobacco,A
1489526,c0f0daef-51b2-43d4-9e3c-d670679b8964,2,4,13000348,snacks,A
1489530,2869aeef-8d69-11e8-bac7-0a58ac1305b1,1,3,11000013,drinks,B
1489570,cd3d38e7-4f4c-4480-9e17-fe1f23747662,1,66,11000338,dairy,A
1489658,da491348-9d80-45b5-96d8-c82217ff6a4e,1,26,32000121,houseware,C
1489754,2df01a68-7be9-11e8-98a5-0a58ac130661,1,13,10000017,tobacco,C
1489780,247f5de0-8b34-11e8-b67c-0a58ac1305b1,1,3,40000005,fast food,B
1489941,21905d05-4470-4d4c-b063-74f19bc20fb9,5,7.5,99604029,dairy,A
1489941,21905d05-4470-4d4c-b063-74f19bc20fb9,1,2,93895471,fast food,A
1490253,c28af1d0-397e-11e8-8582-0a58ac130136,2,3,99604029,dairy,A
1490266,3307a7a0-d901-4c32-9cd2-b5511184295d,2,32,10000014,tobacco,B
1490266,3307a7a0-d901-4c32-9cd2-b5511184295d,2,20,10000049,tobacco,B
1490330,423b7748-7ee0-4637-becc-d210e8374627,1,2,11000108,dairy,A
1490330,423b7748-7ee0-4637-becc-d210e8374627,1,2,93895471,fast food,A
1490410,d8101fb9-4af1-4fa6-9344-9550bcaa1761,1,2,11000391,drinks,A
1490410,d8101fb9-4af1-4fa6-9344-9550bcaa1761,1,1.5,12000674,snacks,A
1490599,06bb63a9-72bc-11e8-9803-0a58ac13065a,2,17,10000008,tobacco,C
1490614,b0b7a346-6e23-11e8-be26-0a58ac1303c5,1,15,10000010,tobacco,A
1490622,6b5d7c6f-8b19-11e8-b643-0a58ac1305b1,2,6,67000150,stationery,C
1490875,6cc598a0-449b-11e8-b017-0a58ac130519,3,3,40000087,fast food,B
1490875,6cc598a0-449b-11e8-b017-0a58ac130519,1,2,40000029,fast food,B
1490875,6cc598a0-449b-11e8-b017-0a58ac130519,2,6,99933981,fast food,B
1490875,6cc598a0-449b-11e8-b017-0a58ac130519,2,3,13000017,fast food,B
1490875,6cc598a0-449b-11e8-b017-0a58ac130519,2,3,13000098,auxiliary meal,B
1490938,4c72767b-0e0c-4429-bd7e-4ae9f9677dda,1,5.5,91000158,snacks,A
1490938,4c72767b-0e0c-4429-bd7e-4ae9f9677dda,1,3.5,11000050,dairy,A
1490983,184f4ba5-199e-481d-9d30-c08bda562d83,2,42,10000012,tobacco,A
1491012,fc88db36-a5e0-4059-bde8-11ec07d27223,1,9,10000015,tobacco,A
1491029,158418d4-9c1b-4ef8-a183-a92bbd1421cd,1,3.5,93895557,snacks,A
1491085,56c2d489-88a3-11e8-9558-0a58ac13066c,1,3.5,11603832,drinks,A
1491085,56c2d489-88a3-11e8-9558-0a58ac13066c,1,3,12000213,snacks,A
1491085,56c2d489-88a3-11e8-9558-0a58ac13066c,1,7,11000200,dairy,A
1491085,56c2d489-88a3-11e8-9558-0a58ac13066c,1,16,10000014,tobacco,A
1491097,2b29340b-803a-11e8-adc8-0a58ac1303f0,1,6.9,12000031,snacks,C
1491252,8649b521-253d-11e8-ae74-0a58ac130028,9,67.5,10603704,tobacco,B
1491582,adfea01a-8199-11e8-af28-0a58ac1303f0,1,3,10603818,tobacco,C
1491866,aefaba88-7142-4b21-be0a-1c1cb07ae436,1,10,10000006,tobacco,A
1491911,09540160-cd0d-4c1f-ba14-f5d2ab70e33e,1,7.5,11000196,drinks,A
1492045,86686ac5-229b-11e8-bcaa-0a58ac130020,1,3,11602010,alcohol,B
1492176,91d2c2b5-e22a-4c0c-ba0b-1918fcf42397,1,13.5,92000005,fresh,A
1492176,91d2c2b5-e22a-4c0c-ba0b-1918fcf42397,1,0.75,13000112,auxiliary meal,A
1492176,91d2c2b5-e22a-4c0c-ba0b-1918fcf42397,1,1.5,13000047,auxiliary meal,A
1492326,5952bb10-b6d9-4bfa-b0ee-68b45cbbc7bd,1,11.5,15616627,snacks,B
1492326,5952bb10-b6d9-4bfa-b0ee-68b45cbbc7bd,1,11,10000005,tobacco,B
1492662,b988840a-bdf2-445d-ab05-6f396ade6b62,1,3.5,40000015,fast food,A
1493027,7779c0ff-8961-4499-996e-c23474d89434,1,5,12604227,drinks,B
1493114,191f77ab-533c-11e8-ba3d-0a58ac13035b,1,3,11000356,drinks,B
1493114,191f77ab-533c-11e8-ba3d-0a58ac13035b,1,4,11000162,dairy,B
1493114,191f77ab-533c-11e8-ba3d-0a58ac13035b,1,3.8,99004131,snacks,B
1493208,6c34b058-57f5-11e8-a2a3-0a58ac130603,1,1.5,13000094,auxiliary meal,B
1493326,2a465883-b7e4-4ca4-a0b0-45d09c7de41c,1,3,40000005,fast food,A
1493638,54ef662b-0846-4773-94eb-98e446f13571,1,2,12604131,drinks,A
1493638,54ef662b-0846-4773-94eb-98e446f13571,1,1.2,18000136,fast food,A
1493639,e40a0d1d-f36b-42aa-98c6-6e341b089176,1,6.8,70000158,fast food,B
1493639,e40a0d1d-f36b-42aa-98c6-6e341b089176,1,3,11000013,drinks,B
1493661,19059e52-0c77-4e94-b7df-17ccb5def593,1,4.5,12000401,snacks,A
1493661,19059e52-0c77-4e94-b7df-17ccb5def593,1,4.5,12000278,snacks,A
1493661,19059e52-0c77-4e94-b7df-17ccb5def593,1,3,11000006,drinks,A
1493682,7ad5df76-2afe-11e8-b271-0a58ac13027d,1,4.8,18000039,snacks,B
1493697,7533998d-2c09-4dce-8552-087275b4ac7b,1,12.8,70000266,fast food,C
1493791,ae4619cb-235e-11e8-8f44-0a58ac130275,1,8.5,12603880,snacks,B
1493794,ae4619cb-235e-11e8-8f44-0a58ac130275,1,3,11000032,drinks,B
1493794,ae4619cb-235e-11e8-8f44-0a58ac130275,1,2,13000347,snacks,B
1493993,e742e147-b62d-48d4-b655-c19d685f24df,1,4.5,11000254,drinks,C
1493993,e742e147-b62d-48d4-b655-c19d685f24df,1,8.5,10000008,tobacco,C
1493993,e742e147-b62d-48d4-b655-c19d685f24df,1,4.5,12000157,snacks,C
1494045,43248b67-1b50-4a42-b45d-91b3b4840ee1,1,5,12000063,snacks,A
1494202,1e7ed349-f0ae-41a0-8f97-dc187ecca8ec,1,11.9,15616631,snacks,A
1494274,d3e1a390-80e9-4b1d-803c-52422b3af981,2,17,10000008,tobacco,A
1494302,03d34f42-2a16-11e8-8470-0a58ac13027d,1,9,10000015,tobacco,B
1494310,f2ac21bb-5782-462b-9e6f-82f80dfcc1a3,1,5.5,12604105,drinks,B
1494389,d49cfea2-4a99-11e8-b5de-0a58ac130522,1,11,99918300,personal cleaning,C
1494389,d49cfea2-4a99-11e8-b5de-0a58ac130522,1,11.5,30000064,personal cleaning,C
1494389,d49cfea2-4a99-11e8-b5de-0a58ac130522,1,10,30000117,personal cleaning,C
1494428,13c35e12-2adc-4290-9f45-5af01465f9b0,1,2.5,60603271,snacks,B
1494838,0c20147b-0bda-11e8-b205-0a58ac130012,1,23,10603631,tobacco,C
1494884,f0ef6d63-4309-11e8-b284-0a58ac130517,1,7,91000146,dairy,B
1494884,f0ef6d63-4309-11e8-b284-0a58ac130517,1,3,10603829,tobacco,B
1494896,f0ef6d63-4309-11e8-b284-0a58ac130517,1,1.2,18000136,fast food,B
1494951,47da0a7c-9182-11e8-8035-0a58ac1305b1,2,11,11603816,drinks,C
1494981,9cf37234-447e-11e8-affd-0a58ac130519,1,16,10000033,tobacco,C
1495025,6f101d2e-85ba-11e8-91f2-0a58ac13066c,1,5.5,16400118,snacks,C
1495184,587e5d1d-60b1-11e8-aa55-0a58ac13039c,1,4.8,12000328,snacks,C
1495184,587e5d1d-60b1-11e8-aa55-0a58ac13039c,1,3.5,11000121,drinks,C
1495231,bc13ba8e-7840-464c-90cd-823879727fb2,1,11.8,30603332,grain and oil,A
1495897,df2d8244-3ec2-11e8-b5f4-0a58ac130503,1,2.5,93895708,fast food,B
1495897,df2d8244-3ec2-11e8-b5f4-0a58ac130503,1,3,93895904,fast food,B
1495897,df2d8244-3ec2-11e8-b5f4-0a58ac130503,1,2.5,93895421,fast food,B
1495897,df2d8244-3ec2-11e8-b5f4-0a58ac130503,1,3,93895903,fast food,B
1495897,df2d8244-3ec2-11e8-b5f4-0a58ac130503,2,6.6,11000428,drinks,B
1495897,df2d8244-3ec2-11e8-b5f4-0a58ac130503,1,3,11000085,drinks,B
1495897,df2d8244-3ec2-11e8-b5f4-0a58ac130503,1,2.5,93895418,fast food,B
1495897,df2d8244-3ec2-11e8-b5f4-0a58ac130503,1,3.5,40000015,fast food,B
1495942,9052ba6f-7cbe-11e8-ac47-0a58ac130661,1,16,10000072,tobacco,C
1496099,6236ccb2-0bff-11e8-b209-0a58ac130012,1,8.8,15616680,snacks,B
1496218,6beb7e79-1ba8-40e2-8e6f-ae55760745fc,1,17.9,15616684,snacks,B
1496236,6beb7e79-1ba8-40e2-8e6f-ae55760745fc,1,5,12604207,drinks,B
1496421,d666c546-1239-11e8-a69f-0a58ac13001a,1,3.5,12000523,snacks,B
1496421,d666c546-1239-11e8-a69f-0a58ac13001a,1,1,99914695,snacks,B
1496516,4415933b-e70b-4f17-9b1a-ed37f1350e4b,1,1,11000035,drinks,B
1496663,b5ad5c28-203a-47cc-b667-3272d2dec1fa,1,2,11000053,dairy,B
1496666,b5ad5c28-203a-47cc-b667-3272d2dec1fa,2,10,12604213,dairy,B
1496780,59bc4801-6552-11e8-a872-0a58ac130590,1,1.5,11000421,drinks,B
1496796,cb2cf9f5-363b-11e8-940a-0a58ac1300a2,1,10,15616683,snacks,B
1496796,cb2cf9f5-363b-11e8-940a-0a58ac1300a2,1,10,15616685,snacks,B
1496817,b8b6134b-3660-11e8-a56f-0a58ac130128,3,1.5,16000180,snacks,B
1496817,b8b6134b-3660-11e8-a56f-0a58ac130128,1,2,11000133,drinks,B
1496819,b70eea30-b965-4e1e-b7e2-285e91c5de5c,2,1,16000180,snacks,B
1496828,498aa8af-205e-11e8-bc57-0a58ac130020,1,4,11000112,drinks,B
1496846,0ed59134-3174-11e8-a0b1-0a58ac130032,1,6,11603763,dairy,B
1496879,d0f6fb2e-93e5-11e8-8397-0a58ac1305b1,1,1.5,18010817,fast food,C
1496879,d0f6fb2e-93e5-11e8-8397-0a58ac1305b1,2,8,12604117,drinks,C
1496879,d0f6fb2e-93e5-11e8-8397-0a58ac1305b1,1,1,18000140,snacks,C
1496879,d0f6fb2e-93e5-11e8-8397-0a58ac1305b1,1,0.6,12000272,snacks,C
1496918,2859f8ba-48df-4cb9-b00f-8077ac20c616,1,9.8,70000111,fast food,A
1496982,a9cc347e-e6b5-4c9b-8741-a9889f0630b4,1,4,11000815,drinks,B
1496987,ee7f5e0e-506c-11e8-83c6-0a58ac130356,1,1,61000315,household cleaning,B
1497063,5e24ebfb-b4de-45e5-8ddb-06a9e9c5da47,1,4.8,18000039,snacks,B
1497155,97366dc4-966a-447d-802f-08ea4246790f,1,5.5,12604202,drinks,A
1497375,d7a92294-4e17-11e8-836a-0a58ac130356,1,26,99000088,tobacco,B
1497689,27f14a22-6432-11e8-868c-0a58ac1303b3,1,9.9,18000146,snacks,A
1497689,27f14a22-6432-11e8-868c-0a58ac1303b3,1,6.9,12000330,snacks,A
1497689,27f14a22-6432-11e8-868c-0a58ac1303b3,1,8,18000090,snacks,A
1497689,27f14a22-6432-11e8-868c-0a58ac1303b3,1,2,10603559,tobacco,A
1497689,27f14a22-6432-11e8-868c-0a58ac1303b3,1,18,99004383,tobacco,A
1497704,de6de3c1-0a7e-11e8-84a0-0a58ac13024a,1,6,12010006,drinks,C
1497704,de6de3c1-0a7e-11e8-84a0-0a58ac13024a,1,9.9,12000206,snacks,C
1497733,2e0d9945-3b51-4d72-b43e-abc3a9c4635a,2,17,13601060,edible condiments,A
1497733,2e0d9945-3b51-4d72-b43e-abc3a9c4635a,2,13.8,12000731,snacks,A
1497934,34220d9d-0a8c-11e8-94b7-0a58ac13024c,1,1.5,13000098,auxiliary meal,B
1497934,34220d9d-0a8c-11e8-94b7-0a58ac13024c,1,2.5,17122922,snacks,B
1497944,12534717-74a5-48e8-98aa-f08d83855672,1,2.5,17122922,snacks,B
1497944,12534717-74a5-48e8-98aa-f08d83855672,1,2.5,40000002,fast food,B
1498044,5eaf0f84-7a66-11e8-96a9-0a58ac130661,1,9.5,12000321,snacks,B
1498345,639456e7-d662-4aef-ad03-6f304e794b16,1,3.5,11000152,drinks,B
1498840,ae9bfb45-753e-11e8-9058-0a58ac13059c,1,18.9,62000018,shoes and clothing,A
1499057,180ac18f-ea94-4485-a98c-8e8c2377e53f,1,5.5,12000459,snacks,A
1499222,eff7b9b4-0718-45e0-9d4a-11d4372ee43a,1,0.5,99917861,snacks,B
1499225,46eed0d6-2ced-11e8-a2d8-0a58ac13002f,1,3,11000258,drinks,B
1499225,46eed0d6-2ced-11e8-a2d8-0a58ac13002f,1,5,16000250,snacks,B
1499600,0ea3c5a2-8fb6-11e8-bdce-0a58ac1305b1,1,5,90087543,snacks,A
1499679,8c3c9cfe-e94d-4550-9dcc-5f0543f6a976,1,3,11000100,drinks,B
1499696,3ee1f857-bb89-4387-9cdd-660fb52fcbe9,1,1,30000002,household cleaning,B
1499716,47bd10da-65c8-4d3d-8de1-bf0effd72888,1,4.5,12000717,snacks,B
1499716,47bd10da-65c8-4d3d-8de1-bf0effd72888,1,3.5,12000523,snacks,B
1499732,47bd10da-65c8-4d3d-8de1-bf0effd72888,1,3,93895903,fast food,B
1499732,47bd10da-65c8-4d3d-8de1-bf0effd72888,1,2.5,93895402,fast food,B
1499732,47bd10da-65c8-4d3d-8de1-bf0effd72888,1,3,40000005,fast food,B
1499732,47bd10da-65c8-4d3d-8de1-bf0effd72888,1,1,40000086,fast food,B
1499963,6ad1f9bb-8a52-11e8-b526-0a58ac1305b1,1,4.5,17122933,snacks,A
1500019,e930c07a-776a-4212-8f51-78dc6c4e3fce,1,18,10603579,tobacco,A
1500037,1ea2f1a8-0eaf-4fa0-bbe6-4999314243bc,1,29.9,65000005,houseware,A
1500146,72874068-d95b-404c-a7be-8668e76f99ac,1,9.9,81000659,drinks,A
1500247,0ffa6843-0fdb-11e8-a675-0a58ac13001a,2,5,11000185,dairy,C
1500640,e9dc695f-3155-4165-be65-50661938f7df,1,9.5,13000151,edible condiments,A
1501172,9281cfb4-a8de-4e7e-a051-292172959ed0,1,5,60603282,snacks,A
1501258,23c900c1-57d1-11e8-a29a-0a58ac130603,1,45,10000018,tobacco,C
1501304,9955a0f2-202a-11e8-bc4a-0a58ac130020,2,9,13000033,fast food,B
1501304,9955a0f2-202a-11e8-bc4a-0a58ac130020,2,12,18111815,fast food,B
1501609,9230d60b-70d8-11e8-98e7-0a58ac130598,2,6,10603829,tobacco,B
1501884,c26cd1ce-671c-11e8-a916-0a58ac130590,1,12,60603203,personal cleaning,A
1501884,c26cd1ce-671c-11e8-a916-0a58ac130590,1,7,32000076,houseware,A
1501884,c26cd1ce-671c-11e8-a916-0a58ac130590,1,48,30000022,OTC,A
1501978,e9c1d288-8522-4bef-8ca6-dddbf10105cd,1,8.9,99932218,dairy,C
1502209,e5e6c65b-4c60-11e8-b72a-0a58ac130522,1,6,12604009,snacks,A
1502329,d85c591b-8692-11e8-931b-0a58ac13066c,1,3,12001256,drinks,C
1502347,493fdbc4-82d2-4039-acf5-75f42dc0f7fd,1,1.2,18000135,fast food,B
1502856,756660a5-840e-11e8-b1ba-0a58ac1303f0,1,1,40000087,fast food,B
1502856,756660a5-840e-11e8-b1ba-0a58ac1303f0,1,3,93895904,fast food,B
1502856,756660a5-840e-11e8-b1ba-0a58ac1303f0,1,3,40000005,fast food,B
1502865,885883be-37f2-11e8-a7fd-0a58ac130259,1,2.5,93895708,fast food,B
1502865,885883be-37f2-11e8-a7fd-0a58ac130259,1,1,40000087,fast food,B
1502895,b507abc1-3d4d-11e8-b591-0a58ac130503,1,1,12603918,snacks,B
1502895,b507abc1-3d4d-11e8-b591-0a58ac130503,1,1.5,18111810,snacks,B
1502924,b4240002-3d4d-11e8-b591-0a58ac130503,1,4.5,13000100,fast food,B
1503134,f398cd63-46fd-11e8-bef9-0a58ac13033c,1,4,12604225,drinks,A
1503134,f398cd63-46fd-11e8-bef9-0a58ac13033c,1,3,40000005,fast food,A
1503138,1d09e8a0-7221-11e8-977e-0a58ac13065a,1,2.5,93895403,fast food,B
1503146,b9ac7bb4-0315-4c57-ba53-1ef93746a9a7,1,5,60603282,snacks,B
1503251,1569493e-4885-11e8-b501-0a58ac130522,1,2,40000029,fast food,A
1503263,4a2a922c-52ad-11e8-ba31-0a58ac13035b,1,3,93895904,fast food,B
1503263,4a2a922c-52ad-11e8-ba31-0a58ac13035b,1,3,40000005,fast food,B
1503263,4a2a922c-52ad-11e8-ba31-0a58ac13035b,1,2.5,40000002,fast food,B
1503272,4a2a922c-52ad-11e8-ba31-0a58ac13035b,1,12.8,12604121,drinks,B
1503625,14505eb6-75bb-11e8-9067-0a58ac130661,1,6,12604250,drinks,B
1503630,591f95eb-5c45-11e8-aec0-0a58ac130394,1,13.3,11000179,dairy,A
1503781,5b9ce92e-1d12-11e8-bbbb-0a58ac130020,1,3,40000005,fast food,B
1503802,edadde29-ce21-4d39-bb5e-138f03f93924,1,21,10000012,tobacco,A
1503906,d467493c-65e3-419f-870a-6a0c446891df,1,26,32000121,houseware,A
1503916,113c97a4-5e1b-11e8-ab60-0a58ac13062f,1,5,91000191,dairy,A
1503916,113c97a4-5e1b-11e8-ab60-0a58ac13062f,1,7.5,18000073,snacks,A
1503958,87f866b9-4b93-11e8-b69a-0a58ac130522,2,1,99917861,snacks,B
1503958,87f866b9-4b93-11e8-b69a-0a58ac130522,2,1,99917860,snacks,B
1503958,87f866b9-4b93-11e8-b69a-0a58ac130522,1,5.5,12000251,snacks,B
1503998,5ffe1796-4dbe-11e8-b802-0a58ac130522,1,8.8,15616681,snacks,A
1503998,5ffe1796-4dbe-11e8-b802-0a58ac130522,1,2,11000270,drinks,A
1503998,5ffe1796-4dbe-11e8-b802-0a58ac130522,1,4.5,17122933,snacks,A
1503998,5ffe1796-4dbe-11e8-b802-0a58ac130522,1,4.8,18000040,snacks,A
1503998,5ffe1796-4dbe-11e8-b802-0a58ac130522,1,0.3,50000005,shopping bag,A
1504115,fbb0a369-1127-11e8-a687-0a58ac13001a,2,9,11000203,drinks,B
1504192,d43f5d1b-1f69-11e8-bc2e-0a58ac130020,1,8.5,10000008,tobacco,B
1504215,29552f0e-dbe9-45b1-9b26-0e4bd3b0d6a4,1,3,11000013,drinks,A
1504215,29552f0e-dbe9-45b1-9b26-0e4bd3b0d6a4,1,5,11603783,drinks,A
1504423,fbe42f8c-0cb1-40b4-a41c-1354e2c7ea8c,1,3.5,18000125,snacks,B
1504423,fbe42f8c-0cb1-40b4-a41c-1354e2c7ea8c,1,2,11000391,drinks,B
1504424,1b4646a7-b421-4592-b964-a8ffdcd7c102,1,16,10000033,tobacco,C
1504474,4efbbc0b-2d3d-4205-a982-02162cf5d9d9,1,3.5,11000234,drinks,A
1504474,4efbbc0b-2d3d-4205-a982-02162cf5d9d9,1,2,93895471,fast food,A
1504517,14e8c1cb-8f50-11e8-bda8-0a58ac1305b1,1,16,10000014,tobacco,B
1504785,839d9262-0723-11e8-96c5-0a58ac130242,1,8,40603724,snacks,B
1504827,c715776e-4bf5-11e8-9cb3-0a58ac1300da,1,21,10000012,tobacco,B
1504911,c0373ce7-503b-4fba-9d90-1ae80c73627c,1,4,11000015,dairy,C
1504955,94c05e9b-70f0-4d62-87e1-84d9798f81bd,1,8.5,10000008,tobacco,B
1505083,755def22-216a-4697-8457-b92778a6c197,2,17,10000008,tobacco,B
1505483,f3c11fe0-4ba7-11e8-b6b9-0a58ac130522,1,3,13000081,fast food,B
1505483,f3c11fe0-4ba7-11e8-b6b9-0a58ac130522,2,2.25,12000113,snacks,B
1505546,0858adc5-9181-11e8-802c-0a58ac1305b1,1,7.5,12000093,snacks,B
1505546,0858adc5-9181-11e8-802c-0a58ac1305b1,1,5.5,13000015,fast food,B
1505546,0858adc5-9181-11e8-802c-0a58ac1305b1,1,5.5,13000339,fast food,B
1505604,db43a402-022d-4ddf-b20c-13c81ae9bb8f,1,19.9,32000179,household cleaning,C
1505727,f15bd541-8382-11e8-b152-0a58ac1303f0,1,6,13000009,fast food,B
1505747,2e05f4d6-3501-11e8-950b-0a58ac13009d,2,12,99013547,alcohol,B
