PID,gender,age,generation,since last visit,active in the morning,active in the noon,active in the afternoon,active at night,ave_purchase_num,num_visits,ave_purchase_value
7330a851-36a3-4307-a099-2bd18d5e2fe3,male,35,80_gen,9.268946759,1,0,1,0,1.5,2,27
c6ebfa53-493f-11e8-b547-0a58ac130522,female,34,80_gen,9.203900463,0,0,0,1,1,1,5.9
53a8a113-7b48-11e8-97d1-0a58ac130661,male,52,60_gen,17.96099537,0,0,0,1,1,1,8
472a5049-1337-4f57-9b6b-5443d21e5a34,male,35,80_gen,18.2496875,0,0,0,1,2,1,13.5
f0984f7b-7b56-11e8-97e9-0a58ac130661,female,56,60_gen,16.58356481,1,0,0,0,1,1,5
c78206ff-c3d7-47d1-9cea-8f7c436259ca,female,20,90_gen,6.681134259,1,0,0,0,1,1,3
39b686ad-67ad-11e8-a92a-0a58ac130590,female,28,90_gen,11.49407407,0,1,0,0,1,1,2.5
565a1b7b-49c2-11e8-b56b-0a58ac130522,female,23,90_gen,4.483101852,0,1,0,0,1,1,2
f27e5be2-98f2-4fea-92b1-e3d7dbbbbbbe,female,32,80_gen,7.050590278,0,0,0,1,1,1,12
126484fb-6eb6-11e8-be7c-0a58ac1303c5,male,27,90_gen,17.61275463,1,0,0,0,3,1,24.5
8151877b-46d3-11e8-bef0-0a58ac13033c,male,48,70_gen,0.118900463,0,0,0,1,2,1,62
0fd51e69-60be-11e8-aa5b-0a58ac13039c,male,32,80_gen,8.151331019,0,0,0,1,1,1,1
e4278ca9-16e3-42cb-9fa3-c2d11cf8e5b6,female,64,50_gen,19.68447917,1,0,0,0,2,1,9
9c03b8ba-6d6d-11e8-bd5e-0a58ac1303c5,male,24,90_gen,16.07899306,0,0,0,1,1,1,3
a8016083-44ca-11e8-b029-0a58ac130519,male,36,80_gen,9.941712963,0,0,0,1,1.5,2,19
7779c0ff-8961-4499-996e-c23474d89434,male,34,80_gen,26.5006713,1,0,0,0,1,1,5
254e190c-a579-4c38-8adf-9ac9a13acbe8,male,32,80_gen,29.30133102,0,0,1,0,3.5,2,5.85
5cbe9908-17b7-11e8-a715-0a58ac13001a,male,23,90_gen,29.05144676,0,0,0,1,2,2,22.95
97366dc4-966a-447d-802f-08ea4246790f,male,25,90_gen,8.336967593,1,0,1,0,1.2,5,4.22
87355187-1f84-11e8-bc38-0a58ac130020,male,15,00_gen,4.402928241,1,0,1,0,2,2,18.25
3d5cc365-a05f-4f5a-97db-1bc07fcf1273,male,24,90_gen,27.4175463,0,1,0,0,2,1,63
2fb859e8-8a6e-11e8-b567-0a58ac1305b1,female,26,90_gen,4.687025463,1,0,0,0,1.5,4,10.45
9a369302-5448-11e8-ba65-0a58ac13035b,male,19,00_gen,0.490671296,0,1,0,0,2.25,4,6.075
8540fd66-65d6-4e13-9631-bef00569b013,female,27,90_gen,11.24576389,0,0,0,1,2,1,11
cf17fd76-221a-11e8-bc9a-0a58ac130020,female,26,90_gen,1.305127315,0,0,1,0,1,1,1
72316baf-ff3c-42a0-a97c-94ddb86c9642,male,41,70_gen,17.01146991,0,0,0,1,1,1,16
66c82066-b8fb-4c47-93bc-8049ad5717f8,male,20,90_gen,16.40649306,0,1,1,0,1.333333333,3,2.8
6236ccb2-0bff-11e8-b209-0a58ac130012,female,25,90_gen,26.42342593,0,1,0,0,1,1,8.8
39a4878c-9194-11e8-8058-0a58ac1305b1,male,22,90_gen,29.14768519,0,0,0,1,2,1,10
57bf57ad-f9e5-455c-b97c-ca448d1f4997,male,28,90_gen,15.45428241,0,1,0,0,2,1,6
b7d7c311-a00e-4510-8284-bd6dc9f89a18,female,44,70_gen,7.58306713,1,0,0,0,2.5,2,20.75
ee9636a4-46da-11e8-bef0-0a58ac13033c,male,24,90_gen,4.261296296,0,0,1,1,1,2,10.25
f30ea871-4d2b-11e8-b7b7-0a58ac130522,male,49,70_gen,0.668125,1,0,0,0,1,1,8.5
4fad569f-1f2a-4591-92b2-4161ee578dcf,female,22,90_gen,14.24663194,0,0,0,1,3.5,2,5.7
4415933b-e70b-4f17-9b1a-ed37f1350e4b,male,17,00_gen,14.68142361,1,0,0,0,1,4,3
62deaad2-20f4-11e8-bc6a-0a58ac130020,male,17,00_gen,2.493425926,0,1,0,0,1,1,2.9
ecf00de8-f14a-472d-81fd-c6dab39039c9,female,21,90_gen,1.436967593,1,0,0,0,1,4,5.5
d3e81395-d0a7-4f88-b5b2-a9f982a1c8a5,female,15,00_gen,14.18988426,0,0,0,1,2,1,17.9
5458327f-44ad-4c66-8ab2-a3f5333724b1,male,48,70_gen,1.122094907,0,0,0,1,1.333333333,3,11
d6de65c4-1961-11e8-a744-0a58ac13001a,male,26,90_gen,18.21166667,0,0,0,1,3,1,6
2b864d94-7b4c-11e8-97dd-0a58ac130661,male,43,70_gen,21.09320602,0,0,0,1,1,1,9.9
a2b086d6-0e3d-11e8-a652-0a58ac13001a,male,52,60_gen,1.557719907,1,0,0,0,1,7,12.78571429
91a08965-4081-4c42-a09e-81f6c51d5f57,male,21,90_gen,4.371122685,0,0,1,0,1,1,3.5
21d08c3f-ddea-4e2c-b325-62b5cb83110f,female,24,90_gen,14.48347222,0,1,0,0,1,1,4
10a5b82f-2ea3-11e8-8b1a-0a58ac130032,female,35,80_gen,11.49103009,1,1,1,0,1,3,3.333333333
9c8aa973-5246-11e8-ba21-0a58ac13035b,male,34,80_gen,30.75814815,0,0,0,1,3,1,17
434cf0f2-2788-4d8e-8bb7-c49b6b05b697,male,33,80_gen,2.705474537,1,0,0,0,1,4,12.625
9fd1fae4-fcfb-475c-9118-320a80d8a879,female,16,00_gen,9.413090278,0,0,1,0,2,1,6.2
c85a997f-2556-11e8-ae78-0a58ac130028,male,40,70_gen,13.41335648,0,0,1,0,1,1,5.5
7fd5b4f3-b5ba-4a18-ba89-16fff8a77ca4,male,43,70_gen,5.357476852,0,0,1,0,1.5,2,10.75
1b27613c-5e33-11e8-ab68-0a58ac13062f,male,45,70_gen,27.17924769,0,0,0,1,1,1,21
16f0a81a-1aab-11e8-a767-0a58ac13001a,male,20,90_gen,11.49695602,0,1,0,0,1,1,5
3acfdbf6-2062-11e8-bc59-0a58ac130020,female,27,90_gen,7.410856481,0,0,1,0,1,4,2.75
75073e4d-76e1-11e8-9264-0a58ac130661,female,27,90_gen,13.5284838,1,0,0,0,2,1,6
e5cb8133-7af2-11e8-9799-0a58ac130661,male,47,70_gen,6.041099537,0,0,0,1,1,1,8.5
fbe42f8c-0cb1-40b4-a41c-1354e2c7ea8c,male,15,00_gen,1.122141204,0,1,0,1,1.714285714,7,9
064e59bd-93e7-11e8-8397-0a58ac1305b1,male,23,90_gen,7.211423611,0,0,0,1,2,1,6
22cd1ae7-1379-405d-985e-8838a66c7493,female,19,00_gen,18.50836806,1,0,0,1,4,2,10
33731816-03a2-11e8-83a4-0a58ac13023c,male,52,60_gen,8.017835648,0,0,0,1,1,1,17
45613b9e-5a0c-4152-b7dd-cd74a4539382,female,26,90_gen,5.589837963,1,0,0,0,1.8,5,5.3
6e7e1257-362c-11e8-95b4-0a58ac13009d,female,17,00_gen,8.489791667,0,1,0,1,2.5,2,12.45
0c20a4d9-fa14-46f9-8150-18db6210b455,female,28,90_gen,2.414849537,0,0,1,1,1.25,4,9.2
a3fb89a7-43fc-11e8-afd5-0a58ac130519,male,21,90_gen,0.789768519,1,0,0,1,2.666666667,3,15.66666667
fb1f02bf-5e7d-11e8-ab7f-0a58ac13062f,male,9,10_gen,23.40480324,0,0,1,0,1,1,2
a0981a02-befb-44b4-bd9b-5e7d4bababfd,male,24,90_gen,12.32638889,0,0,1,0,1,1,3
eef21c54-9151-4374-897a-0b7d8ee102af,female,52,60_gen,22.33233796,0,0,1,0,2,1,30
3156b5a1-1789-4ac7-b560-ce4e74a39bcf,male,20,90_gen,2.695231481,1,0,0,0,1,2,2
45538f04-41e1-4755-b8c7-646cfdbd9f4e,male,46,70_gen,6.421134259,0,1,0,0,2,1,52
163b5ef4-856d-11e8-b2ea-0a58ac1303f0,female,15,00_gen,24.24334491,0,0,0,1,2,1,16.4
072b96d1-483e-11e8-b4da-0a58ac130522,male,23,90_gen,21.47707176,0,1,1,0,2.333333333,3,2.85
ade50f08-3bcc-4464-9d66-b8c10cb75d57,male,36,80_gen,3.492824074,0,1,0,0,1,1,7.5
c93b369f-178c-4735-a44b-58161a5f98f1,female,25,90_gen,17.23922454,0,0,0,1,1,2,2
763824cb-8111-11e8-aec8-0a58ac1303f0,female,63,50_gen,3.720740741,1,0,0,0,2,6,8.5
5b14e3d0-a6f1-40ac-908e-0242ba130476,male,41,70_gen,17.50440972,1,0,0,0,1,1,18
626e88ef-7969-4baf-b54d-5b8a70f40fda,female,33,80_gen,12.67921296,1,0,0,1,1.5,2,8.25
14adea52-1660-11e8-a6fb-0a58ac13001a,male,29,90_gen,11.385625,0,0,1,0,1,1,1
ca58b581-619b-11e8-aa8e-0a58ac13039c,female,68,50_gen,4.134363426,0,0,0,1,2,4,3.9
0c825eb1-e27c-467b-bec3-ae60c0403ae0,male,19,00_gen,9.790358796,0,0,0,1,3,1,7.5
3c545bcd-4007-48f8-9eb2-a000e6ab8db7,male,19,00_gen,14.23969907,0,0,0,1,1,4,5
4bb5b661-48ea-11e8-b517-0a58ac130522,male,25,90_gen,1.120405093,1,0,0,1,1,2,8.5
5e8b0eb7-484a-449c-b405-9827d7646952,female,27,90_gen,6.131111111,1,0,0,1,2,3,23.33333333
9d8cd3a9-fca1-4e28-84bc-c6339562dee0,female,26,90_gen,22.41,0,0,1,0,4.5,2,10.1
08ec6029-0286-11e8-a8e0-0a58ac13023c,female,46,70_gen,22.67290509,1,0,0,0,1,1,5.25
bf3090c0-ff26-402e-bf13-0a042ffd0240,female,27,90_gen,1.591400463,1,0,0,0,2,1,27.6
b8ac42d3-e371-4e07-acc2-5ae7367f36bb,female,18,00_gen,12.24347222,0,0,0,1,2,1,13
1e10bd50-85c6-11e8-920b-0a58ac13066c,female,36,80_gen,19.14746528,1,0,0,1,1,2,3
a90efc04-cc09-413a-a9c8-451e1e7cd405,male,18,00_gen,3.504756944,1,0,0,0,1,1,10
322c37df-72e1-4726-8f07-5b6c291fb2c1,female,21,90_gen,0.096921296,1,0,0,1,1.666666667,3,7.966666667
1bb4346a-6b06-11e8-8dd7-0a58ac1303bc,female,21,90_gen,27.18101852,0,0,0,1,1,1,8.5
bc01e335-34aa-4352-9a10-416f4a2c5a3a,male,27,90_gen,25.35915509,0,0,1,0,1,1,8.5
504855c8-835d-11e8-b103-0a58ac1303f0,female,36,80_gen,20.00962963,0,0,0,1,2,1,7.8
ef667e8e-3a5f-4cc2-b324-fd1ccd8bb465,male,34,80_gen,21.48020833,1,1,0,0,1,2,15.5
a1e6c17a-4686-11e8-b105-0a58ac130519,female,24,90_gen,28.38523148,0,0,1,0,1,1,0.3
3820bffc-45a2-11e8-b094-0a58ac130519,male,22,90_gen,13.90631944,0,0,0,1,3,1,9.5
bec4a358-4532-11e8-b052-0a58ac130519,male,25,90_gen,15.09240741,0,0,0,1,1,1,22.9
8754a96e-ed11-425d-ab8f-0033ea465807,male,23,90_gen,2.199375,0,0,0,1,1,1,3.5
65486b86-6d28-11e8-b31d-0a58ac130642,male,18,00_gen,10.23039352,0,0,0,1,4,1,8.5
48359a29-04e0-43b8-bffc-2632b7cedc14,male,26,90_gen,4.467106481,0,1,0,0,1,3,4
acdaf0d8-2c47-4cc4-a7a2-6de257eeaff5,male,42,70_gen,3.199675926,0,0,0,1,1,1,10
d57ad54d-d5d5-4397-b900-92d8552baa46,male,23,90_gen,2.659826389,1,0,1,0,1,2,7
ad9c19b8-5e88-11e8-ab7f-0a58ac13062f,male,33,80_gen,4.47900463,0,1,0,1,3,2,17.15
d71650b1-ba7c-4ff9-8ccf-8f241991ef4e,female,24,90_gen,5.537928241,1,1,0,0,1.5,2,8.5
2e05f4d6-3501-11e8-950b-0a58ac13009d,male,27,90_gen,5.529652778,1,0,0,0,3.4,5,28.62
1569493e-4885-11e8-b501-0a58ac130522,female,42,70_gen,9.691956019,1,0,0,1,1,2,3.5
888bc3df-b9b6-4ff6-b097-ee2d6657a749,male,33,80_gen,27.29862269,0,0,1,0,2,1,4
42a28599-4dc1-11e8-b80e-0a58ac130522,male,57,60_gen,9.567465278,1,0,0,0,2,1,16.9
4ae2ef2b-bc03-4eb9-a7c0-210d66d5e5c5,female,24,90_gen,24.36047454,0,0,1,0,1,1,3.95
cda7b3ca-99d4-4660-ab76-e9f41de813e6,male,18,00_gen,8.493171296,0,1,0,1,3,2,4.45
c81bfdd4-8443-11e8-b221-0a58ac1303f0,male,43,70_gen,18.50856481,1,0,0,0,4,1,26.6
cd09f8fb-0745-11e8-8ea7-0a58ac130242,male,21,90_gen,0.961365741,0,0,0,1,4.5,2,19.225
cfe6a0dd-bba2-420c-8f66-bc0499e2ee89,male,48,70_gen,7.885763889,0,0,0,1,2.5,2,18.95
7daaa12f-0c78-11e8-b213-0a58ac130012,female,30,80_gen,7.695069444,1,0,0,1,1,3,4.433333333
7dffbb03-d125-4b18-ae15-cee1ce68b082,male,47,70_gen,12.24046296,0,0,0,1,1,1,2
47739ecb-f46d-49ed-b512-886adc5e138d,female,32,80_gen,24.48100694,0,1,0,0,1,1,10
a9e37f2b-074b-11e8-9d49-0a58ac130242,male,19,00_gen,27.99417824,0,0,0,1,1,1,7.5
8b1a6a58-bc11-4f95-aec7-59f5e781c663,male,19,00_gen,6.635925926,1,0,0,0,1.333333333,3,2.333333333
98d8b7d2-7dcf-4a6c-97a4-d1d54a76ef9b,male,36,80_gen,4.250486111,1,0,1,0,1,2,3.5
a43a982e-f5ef-4257-ba2c-ffc64136148a,male,53,60_gen,28.28966435,0,0,1,0,1,1,23
f0de35b7-4951-11e8-b551-0a58ac130522,male,25,90_gen,30.46292824,0,1,0,0,3,1,9
580b64ec-605c-48c9-b0ce-c50d34ae91d8,female,35,80_gen,2.152766204,0,0,0,1,4,1,8
985e403f-1e0e-11e8-bbec-0a58ac130020,male,20,90_gen,19.05832176,0,0,0,1,1,1,16
c921bd48-0f8b-4527-a266-5a55ede1456a,female,22,90_gen,21.20921296,0,0,0,1,1,1,8.5
e294a570-1c66-11e8-bb9f-0a58ac130020,male,35,80_gen,7.293599537,0,0,1,0,1,1,4.5
98e3c65a-3327-11e8-9f59-0a58ac13006a,female,27,90_gen,10.11930556,0,0,0,1,1,1,4
20dc1368-98c3-4288-add4-29206a16e27b,female,30,80_gen,1.074594907,0,0,0,1,1,1,2
3f9a45e9-7c06-4893-8dd3-8a5e1cfe55c2,male,19,00_gen,1.069606481,0,0,0,1,1.4,5,7.06
b36976bd-24e9-11e8-ae61-0a58ac130028,male,39,80_gen,13.60319444,1,0,0,0,4,1,12
9582770f-29f0-11e8-bdaf-0a58ac13027d,male,31,80_gen,26.10423611,0,0,0,1,2,1,7.8
952f8c09-405c-11e8-bd04-0a58ac130510,male,29,90_gen,19.26457176,0,0,1,0,2,1,8.5
90f6c63a-77a7-4e9c-9de9-630ed41f6094,male,39,80_gen,12.56869213,1,0,0,0,1,1,2
cd7e8498-0e15-11e8-a64d-0a58ac13001a,male,38,80_gen,22.19716435,0,0,0,1,1.5,2,3.5
a6f74606-aa7f-435b-ba95-982a9bce56ef,female,44,70_gen,9.082974537,0,0,0,1,2,2,8
d0f6fb2e-93e5-11e8-8397-0a58ac1305b1,male,24,90_gen,15.59563657,1,0,1,0,3.5,2,9.55
813a57bf-eb27-4672-85a7-a11869f2cbcf,female,45,70_gen,26.69373843,1,0,0,0,2,1,17
4dd1cf71-f2be-4e6b-bf40-421d22a5c53b,male,23,90_gen,3.034907407,0,0,0,1,5,4,20.925
3223f011-4a70-48ad-83e2-ad03fc944c67,male,38,80_gen,12.00251157,0,0,0,1,2,2,6.75
d4ceb41b-2323-11e8-876e-0a58ac130275,male,17,00_gen,22.18513889,0,1,0,1,4.5,2,17.5
a3eeb762-0d81-4e9c-89f1-ea3aca6c9788,male,35,80_gen,5.079189815,0,0,0,1,4,1,16.5
54e7eee3-4f8c-11e8-839f-0a58ac130356,male,19,00_gen,7.229189815,0,0,0,1,1,1,3
c1839ea2-0ae0-4eca-a2f7-94b6d7e6b0ec,male,29,90_gen,13.63677083,1,0,0,0,1,3,15
b58cf7dd-4f82-11e8-839c-0a58ac130356,female,40,70_gen,27.45318287,0,1,0,0,1,1,3.5
d9b34e68-330f-11e8-9f4f-0a58ac13006a,female,23,90_gen,16.37966435,0,0,1,0,2,1,16.5
2a0f5553-70c8-11e8-98e5-0a58ac130598,male,27,90_gen,5.485023148,0,1,0,0,1,1,2
1659de45-4f23-490c-bc78-3bace49222d7,male,18,00_gen,21.25153935,0,0,1,0,1,1,3
cec34ea6-c2f2-47dd-8954-4aa7223490cc,female,26,90_gen,13.50024306,1,0,0,0,1,1,1
f9e247f7-1e75-11e8-bbfa-0a58ac130020,male,20,90_gen,8.21412037,0,0,0,1,1,1,7.5
c284619e-9f16-4c47-b671-a8efca3a3f7d,female,27,90_gen,20.21579861,0,0,0,1,1,1,13
58cfeae4-f801-4cfa-9fd3-1d331a9a13f0,male,20,90_gen,12.26991898,0,0,1,0,1,1,2
56d30ec2-2ca4-11e8-879e-0a58ac13027e,male,57,60_gen,16.25861111,0,0,1,0,2,1,7.5
117e2bc6-ea6d-42bc-9d80-6c24de246a3f,male,58,60_gen,25.26472222,0,0,1,0,1,1,5
2354d704-d284-47c5-9311-bf08a9ddff2a,male,42,70_gen,9.674039352,1,0,0,0,1,1,16
c72b3eca-11ed-11e8-a694-0a58ac13001a,female,28,90_gen,1.2765625,0,0,1,1,3.4,5,21.58
729744cc-9199-11e8-8060-0a58ac1305b1,male,45,70_gen,19.37814815,0,0,1,0,1,1,3.5
06ad9747-9220-11e8-80c3-0a58ac1305b1,male,54,60_gen,3.614398148,1,0,0,1,1.5,2,12.15
5a0a2bd1-ef4e-43c0-9c71-bdd335118157,male,20,90_gen,2.097384259,0,0,0,1,4.5,2,5.85
c16be3c0-0624-11e8-a6f5-0a58ac130241,female,29,90_gen,6.570532407,0,1,0,0,1.25,4,4
4b671d90-8ff5-11e8-be3d-0a58ac1305b1,male,31,80_gen,6.488981481,0,1,0,0,2,1,6
2c90620a-3276-11e8-b243-0a58ac130054,male,23,90_gen,2.079560185,0,1,0,1,2,3,20
246c409f-074f-4739-86cf-6e6970f5ff8b,male,24,90_gen,30.96762731,0,0,0,1,2,1,20
49d83557-2931-11e8-98f9-0a58ac13027d,male,33,80_gen,24.38371528,0,0,1,0,1,1,6.9
208f9000-4f60-11e8-8393-0a58ac130356,female,21,90_gen,13.66689815,1,0,0,0,1,1,5.5
cd3b7253-e12d-486d-8282-1f901d905aa5,male,21,90_gen,20.751875,0,0,0,1,2,1,4
030fb801-224e-4d02-9b06-216d755a9fe6,female,29,90_gen,22.44826389,0,1,0,0,2,1,14.1
1041d208-06ce-4ab6-9589-3527ec9f9edb,female,22,90_gen,9.407210648,0,0,1,1,3.333333333,3,18.23333333
d6415cd3-842f-11e8-b1ff-0a58ac1303f0,female,23,90_gen,2.060046296,0,0,0,1,1,1,11
21905d05-4470-4d4c-b063-74f19bc20fb9,female,37,80_gen,26.6181713,1,0,0,0,6,1,9.5
7d4059f0-94b3-11e8-8551-0a58ac1305b1,female,41,70_gen,16.40194444,0,0,1,0,2,3,10.8
5f95a67d-d88f-420e-b6c5-f03c8854c89f,female,58,60_gen,17.34868056,0,0,1,0,1,1,4
506c366f-30a9-409d-a338-202ce58d6157,male,32,80_gen,25.77855324,0,0,0,1,1,1,13
219b10ef-2520-11e8-ae6c-0a58ac130028,male,30,80_gen,12.3515162,0,0,1,0,2,2,10
c77d5079-725f-11e8-97aa-0a58ac13065a,male,43,70_gen,1.209178241,0,0,1,1,2.5,2,22.15
17dfddd1-4eb8-497f-b96e-72f5ebad7871,female,27,90_gen,16.24097222,0,0,0,1,1,1,3
8e692b3b-4c7e-11e8-b746-0a58ac130522,male,21,90_gen,24.25091435,0,0,1,0,3,1,40.5
945e94c5-33bd-4fe3-929d-0d6db8a1ad65,female,25,90_gen,4.0665625,0,0,0,1,1.5,2,9.25
71fdc31f-317e-4ca4-bca0-7080a6d6e71b,female,32,80_gen,17.16797454,0,0,0,1,1,1,2
9c772ead-4af2-11e8-b634-0a58ac130522,male,33,80_gen,19.9699537,0,0,0,1,3,1,13
13c35e12-2adc-4290-9f45-5af01465f9b0,female,23,90_gen,0.487476852,0,1,0,0,1.6,5,5.86
847c9c1c-156b-11e8-a6e7-0a58ac13001a,female,37,80_gen,5.588240741,1,0,0,0,1,1,2
a49a0998-483f-11e8-b4da-0a58ac130522,female,22,90_gen,10.1987037,0,0,0,1,1,1,7
db0977ee-a76b-49a3-9482-ab584d0bbcf0,female,31,80_gen,18.64025463,1,0,0,0,1,1,5
3ba31049-972d-4171-818b-18dab2cd7d38,female,22,90_gen,2.497974537,0,1,0,0,4.5,2,17.6499995
b710001f-5377-11e8-ba48-0a58ac13035b,female,29,90_gen,16.16708333,0,0,0,1,1,1,13
becbd4d2-a092-4e3c-9300-ffbe5a0652c8,male,30,80_gen,18.34637731,0,0,1,0,1,1,2
e03b1a9f-4957-4038-95bc-818e74ccfb02,male,14,00_gen,19.39805556,0,0,1,0,1,1,3.5
e8ebc4cd-7928-11e8-9506-0a58ac130661,female,69,50_gen,24.38484954,0,0,1,0,1,1,2
d9d64b9b-e3ed-4d90-99de-f3ba4d6f6af8,female,24,90_gen,7.643055556,1,0,0,0,3,1,5.5
21da3a55-a796-4ae7-9b5d-eb4ae56e500b,male,25,90_gen,14.63273148,1,0,0,0,1,1,9
3aa22a90-7b68-41ba-94ea-f0bca8fe779f,female,31,80_gen,15.17931713,0,0,0,1,1.5,2,5
f19f36c5-0397-4ee6-aafd-9ef3f5cfa790,female,22,90_gen,14.42239583,0,1,0,0,1,1,5.5
35953fd3-4f9b-11e8-83a1-0a58ac130356,male,19,00_gen,19.20539352,0,0,0,1,2,1,2
0c3560e8-682b-11e8-a94d-0a58ac130590,male,24,90_gen,2.89912037,0,0,0,1,1,1,21
8b294545-1e80-11e8-bbfa-0a58ac130020,male,14,00_gen,27.70866898,1,0,0,0,2,1,3.666666667
c7dc3c77-28d6-4462-a51f-4c9a27d6d5ca,male,21,90_gen,10.1533912,0,0,0,1,9,1,38.85
c0f0daef-51b2-43d4-9e3c-d670679b8964,female,31,80_gen,2.144293981,1,0,0,1,2,5,8.2
f6454db9-06a0-11e8-a66c-0a58ac130242,male,24,90_gen,0.997476852,0,0,0,1,1,1,3
ca60af43-bfab-4f70-adc8-6cbfe4a5a6c5,male,22,90_gen,1.808599537,0,0,0,1,3.333333333,3,19.13333333
0694ca6b-d83f-4068-85c1-7a566b55da2f,male,21,90_gen,13.21958333,0,0,0,1,2,1,7
9fce260b-c027-4f5f-988e-39c0b6a1c098,male,45,70_gen,6.9009375,0,0,0,1,1,1,16
405b7ce3-29a6-4dbb-b8f8-05faff5c4bf7,male,23,90_gen,12.4359838,0,1,0,0,1,1,5
e92dc3f5-5174-11e8-83f2-0a58ac130356,male,45,70_gen,11.81748843,0,0,0,1,1,2,13
2b448b41-51b3-11e8-83fc-0a58ac130356,male,26,90_gen,1.023576389,0,0,0,1,1,1,8.5
9803043c-13fd-11e8-a6c9-0a58ac13001a,female,20,90_gen,5.510717593,1,0,1,0,2,3,16
23f614e4-4818-11e8-b4c6-0a58ac130522,male,21,90_gen,13.60193287,1,0,0,0,1,1,13
8e006629-0d4d-11e8-a638-0a58ac13001a,male,27,90_gen,17.39981481,0,0,1,0,1,1,3.3
bc1787d5-4507-11e8-b03e-0a58ac130519,male,23,90_gen,19.32125,0,0,1,0,3,1,10
b1bf94fd-627e-11e8-aab9-0a58ac13039c,female,38,80_gen,15.20747685,0,0,0,1,1,1,5
7ffb380f-4814-4992-99b5-ca68fb8440a7,female,30,80_gen,27.54324074,1,0,0,0,1,1,3.5
3597d6d4-80b4-11e8-ae4b-0a58ac1303f0,male,23,90_gen,20.08826389,0,0,0,1,2,1,10.5
070537b5-632b-4084-a6ec-1c00b1ec9408,male,22,90_gen,11.60055556,1,0,0,1,2.333333333,3,7.333333333
399df02c-50f7-11e8-83d7-0a58ac130356,male,53,60_gen,6.249155093,0,0,1,1,2,2,18
b4767c9c-1194-11e8-a693-0a58ac13001a,male,35,80_gen,1.078680556,0,0,0,1,3,3,4.833333333
1f6d730a-5daa-11e8-8d98-0a58ac130586,female,57,60_gen,17.24505787,1,0,0,1,2.5,2,15.5
6503dec8-be79-4494-8bc9-a86ab373fe8e,male,30,80_gen,12.07445602,0,0,1,1,2,3,11
5d7fc2a4-4428-11e8-afda-0a58ac130519,male,13,00_gen,12.34384259,0,0,1,0,2,1,10
b9a73f95-49f1-11e8-b585-0a58ac130522,female,67,50_gen,26.68358796,1,0,0,0,5,1,14.1
4be6fd7a-1f6b-11e8-bc2e-0a58ac130020,female,19,00_gen,8.242337963,0,1,0,1,1.5,2,1.5
01ba6393-3d43-4a75-9988-de1ec2e399b1,female,43,70_gen,23.49429398,0,1,0,0,1,1,7
29bd7376-2200-11e8-bc95-0a58ac130020,male,18,00_gen,14.21793981,0,0,0,1,2,1,7
24295855-7a09-11e8-9668-0a58ac130661,female,26,90_gen,0.439467593,0,1,0,0,1,1,3
2fd0e3cc-16ec-11e8-a709-0a58ac13001a,female,29,90_gen,26.10292824,0,0,0,1,6,1,11.8
98da8eb8-42bf-11e8-b266-0a58ac130517,male,22,90_gen,7.696226852,1,0,0,0,2,4,7.625
4b875af3-9080-11e8-bebd-0a58ac1305b1,female,25,90_gen,6.414074074,0,0,1,0,2,1,6
cac2f073-0ef5-4dac-bb2b-56b449f77115,female,23,90_gen,3.9775,0,0,0,1,1,1,21
75e07e2e-1dee-11e8-bbe0-0a58ac130020,female,38,80_gen,11.29706019,0,0,1,0,1,1,12.5
fe54da35-c1b2-4183-8a8e-efdff8e23a11,female,19,00_gen,8.406979167,0,0,1,0,1,1,3.5
b70c5b26-4892-11e8-b504-0a58ac130522,male,23,90_gen,7.604918981,1,1,1,0,1.333333333,3,4
8a5a192b-c094-4927-99e1-02f466f2b869,male,27,90_gen,23.21023148,0,0,0,1,1,1,3.5
77283de2-43b8-11e8-afbf-0a58ac130519,male,21,90_gen,28.17376157,0,0,0,1,8,1,36.2
0eb1ada7-45d9-11e8-b0a7-0a58ac130519,male,16,00_gen,24.48961806,0,1,0,0,4,1,6
e50ca301-100d-427c-9a69-4f32fa6c27f5,female,29,90_gen,11.66028935,1,0,0,0,2,1,7.5
1cafe94a-8c98-4001-9d3a-09d9dc427858,female,25,90_gen,25.11186343,0,0,0,1,2,1,5.5
14af7a39-648a-48b0-8101-7c2eaafa46dc,male,30,80_gen,5.168738426,0,0,0,1,1,1,16
c73a24f2-a7bd-43b7-8474-aec07bbf45dd,female,45,70_gen,14.64806713,1,0,0,0,4,1,4
2869b3cc-1b92-11e8-a61b-0a58ac130270,male,31,80_gen,1.152858796,0,0,0,1,1,1,2.5
cec9bbaa-1393-40d5-9831-d912006557e1,male,23,90_gen,13.23729167,0,0,0,1,2,1,8
f70b402a-8c26-11e8-b8a0-0a58ac1305b1,male,26,90_gen,6.080011574,0,0,1,1,2.333333333,3,8
b988840a-bdf2-445d-ab05-6f396ade6b62,male,25,90_gen,14.23521991,1,0,0,1,1,2,4.75
be205e78-8cd7-11e8-ba01-0a58ac1305b1,female,50,60_gen,7.394618056,0,0,1,0,1,1,2
f715e671-296a-46e6-af2e-7b14afd2b9fc,female,35,80_gen,19.63149306,1,0,0,0,2,1,6.5
3dfc9f8f-e37c-4979-b358-9b1941332a5b,female,29,90_gen,1.356886574,0,0,1,0,5,1,25.9
9931e7a1-75fc-11e8-90cc-0a58ac130661,male,23,90_gen,21.34130787,0,0,1,0,1,1,2
